K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
3;diag;0.38097716203710363;7378.532689553079;175197.72548878682;-0.8033745891327836;125;glove;WMD;Distance
2;full;0.3580733839830138;6048.373403296922;175552.53569843376;-0.8987869309237609;125;glove;WMD;Distance
2;tied;0.3575782508920436;6060.220255781357;175564.87876302795;-0.9004144481547274;125;glove;WMD;Distance
3;tied;0.38405418369637156;7468.784267529726;175670.14567274568;-0.8590772675939791;125;glove;WMD;Distance
3;spherical;0.3858153512496563;7538.956824371908;175680.2236313373;-0.833013013927379;125;glove;WMD;Distance
2;diag;0.34616711318735516;5652.851260989683;175830.6090079811;-0.8372810785518009;125;glove;WMD;Distance
2;spherical;0.3549325454850678;6020.481997829314;176236.58551880837;-0.8878116263123497;125;glove;WMD;Distance
14;diag;0.3469737240419058;8105.527003738507;167629.96086706957;-0.7845900336297826;150;glove;WMD;Distance
13;diag;0.3458055451315254;8091.3903649681115;167643.2850489021;-0.7456749857911901;150;glove;WMD;Distance
11;diag;0.33834660125854005;7923.042376637604;167654.39263407217;-0.7326877052520908;150;glove;WMD;Distance
13;spherical;0.3448500701593245;8156.641331250971;167660.1936580113;-0.7459821349491819;150;glove;WMD;Distance
14;spherical;0.3380617503587859;8087.56132682083;167660.53159092934;-0.8018388049471499;150;glove;WMD;Distance
12;diag;0.34844352752518026;8176.881858508982;167661.3119545816;-0.7416641837052926;150;glove;WMD;Distance
14;full;0.34487252124500706;8012.827702291563;167671.94915180258;-0.7731220367954069;150;glove;WMD;Distance
13;full;0.3460915364397876;8074.235249867425;167675.38055135644;-0.7335865498704964;150;glove;WMD;Distance
12;full;0.33842460150079656;7810.985347439687;167682.53953078884;-0.7795764585866027;150;glove;WMD;Distance
10;full;0.3358136098192942;7613.482715041336;167686.951095126;-0.7663108005296201;150;glove;WMD;Distance
14;tied;0.3454541434881465;8220.340958038469;167700.45896258327;-0.7525337568903894;150;glove;WMD;Distance
11;full;0.35251164262565016;7946.7332678736375;167701.27270041683;-0.7703887683292739;150;glove;WMD;Distance
10;diag;0.3339709140544539;7660.999397654891;167749.45280272525;-0.7610202497383464;150;glove;WMD;Distance
9;full;0.32701504352665756;7595.1068604103975;167757.98812405267;-0.7931688079028134;150;glove;WMD;Distance
13;tied;0.34919184590264657;8308.089896821246;167777.19762052989;-0.7595129317473884;150;glove;WMD;Distance
12;tied;0.3559390791298076;8432.738472064008;167784.75982126963;-0.7885196593727463;150;glove;WMD;Distance
11;spherical;0.3411656729867103;8104.499179521043;167791.92566196804;-0.8086041361686942;150;glove;WMD;Distance
8;full;0.3266418751943419;7000.043516084231;167799.8173743981;-0.7789789181163095;150;glove;WMD;Distance
12;spherical;0.35266344418329215;8368.207214339336;167799.96416571128;-0.7864033181081846;150;glove;WMD;Distance
9;diag;0.33589988192199394;7855.909900009845;167830.03068593977;-0.7651530427719592;150;glove;WMD;Distance
11;tied;0.34418059635662435;8211.24215506412;167836.2038249421;-0.7258378534933307;150;glove;WMD;Distance
7;full;0.3392683895263841;7445.389967107534;167850.4129906356;-0.7833020385469622;150;glove;WMD;Distance
